RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS,COURSE
25,24,33448,Justin Thomas,69.686,286,-7.256,4,Olympia Fields Country Club
33,0,45526,Abraham Ancer,69.936,287,-7.256,4,Olympia Fields Country Club
33,-8,39997,Corey Conners,69.936,287,-7.256,4,Olympia Fields Country Club
33,0,29970,Dylan Frittelli,69.936,287,-7.256,4,Olympia Fields Country Club
33,0,29420,Billy Horschel,69.936,287,-7.256,4,Olympia Fields Country Club
33,-15,29926,Danny Lee,69.936,287,-7.256,4,Olympia Fields Country Club
33,11,29518,Brendan Steele,69.936,287,-7.256,4,Olympia Fields Country Club
33,0,31323,Gary Woodland,69.936,287,-7.256,4,Olympia Fields Country Club
40,-38,34099,Harris English,70.186,288,-7.256,4,Olympia Fields Country Club
40,0,33399,Adam Hadwin,70.186,288,-7.256,4,Olympia Fields Country Club
40,0,31557,Jim Herman,70.186,288,-7.256,4,Olympia Fields Country Club
40,-22,46717,Viktor Hovland,70.186,288,-7.256,4,Olympia Fields Country Club
40,21,46442,Maverick McNealy,70.186,288,-7.256,4,Olympia Fields Country Club
40,-32,27349,Alex Noren,70.186,288,-7.256,4,Olympia Fields Country Club
40,-32,23320,Ryan Palmer,70.186,288,-7.256,4,Olympia Fields Country Club
40,9,34360,Patrick Reed,70.186,288,-7.256,4,Olympia Fields Country Club
48,-19,45609,Tyler Duncan,70.436,289,-7.256,4,Olympia Fields Country Club
48,-4,21961,Charles Howell III,70.436,289,-7.256,4,Olympia Fields Country Club
50,0,47959,Bryson DeChambeau,70.686,290,-7.256,4,Olympia Fields Country Club
51,-22,36801,Mark Hubbard,70.936,291,-7.256,4,Olympia Fields Country Club
51,-12,25396,Kevin Na,70.936,291,-7.256,4,Olympia Fields Country Club
51,10,27214,Kevin Streelman,70.936,291,-7.256,4,Olympia Fields Country Club
51,0,25493,Nick Taylor,70.936,291,-7.256,4,Olympia Fields Country Club
51,7,8793,Tiger Woods,70.936,291,-7.256,4,Olympia Fields Country Club
56,-45,33597,Harry Higgs,71.186,292,-7.256,4,Olympia Fields Country Club
56,0,39971,Sungjae Im,71.186,292,-7.256,4,Olympia Fields Country Club
56,-7,35449,Adam Long,71.186,292,-7.256,4,Olympia Fields Country Club
59,0,39977,Max Homa,71.436,293,-7.256,4,Olympia Fields Country Club
59,-41,23108,Matt Kuchar,71.436,293,-7.256,4,Olympia Fields Country Club
59,-20,49771,J.T. Poston,71.436,293,-7.256,4,Olympia Fields Country Club
59,-46,46441,Robby Shelton,71.436,293,-7.256,4,Olympia Fields Country Club
59,0,32150,Michael Thompson,71.436,293,-7.256,4,Olympia Fields Country Club
64,0,28089,Jason Day,71.686,294,-7.256,4,Olympia Fields Country Club
65,0,52372,Cameron Champ,71.936,295,-7.256,4,Olympia Fields Country Club
65,-47,46402,Talor Gooch,71.936,295,-7.256,4,Olympia Fields Country Club
65,0,35532,Tom Hoge,71.936,295,-7.256,4,Olympia Fields Country Club
68,-1,33410,Andrew Landry,73.436,301,-7.256,4,Olympia Fields Country Club
69,0,26851,Marc Leishman,75.686,310,-7.256,4,Olympia Fields Country Club
