RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS,COURSE
1,12,34046,Jordan Spieth,67.375,271,-1.499,4,East Lake
2,45,29926,Danny Lee,68.375,275,-1.499,4,East Lake
2,11,22405,Justin Rose,68.375,275,-1.499,4,East Lake
2,8,21528,Henrik Stenson,68.375,275,-1.499,4,East Lake
5,18,25364,Paul Casey,68.625,276,-1.499,4,East Lake
5,2,30925,Dustin Johnson,68.625,276,-1.499,4,East Lake
5,5,25804,Bubba Watson,68.625,276,-1.499,4,East Lake
8,-4,27141,J.B. Holmes,68.875,277,-1.499,4,East Lake
8,5,24024,Zach Johnson,68.875,277,-1.499,4,East Lake
10,-9,28089,Jason Day,69.125,278,-1.499,4,East Lake
10,31,23108,Matt Kuchar,69.125,278,-1.499,4,East Lake
12,-10,40026,Daniel Berger,69.625,280,-1.499,4,East Lake
12,29,25274,Steven Bowditch,69.625,280,-1.499,4,East Lake
12,-8,32102,Rickie Fowler,69.625,280,-1.499,4,East Lake
12,-5,32839,Hideki Matsuyama,69.625,280,-1.499,4,East Lake
16,-12,28237,Rory McIlroy,69.875,281,-1.499,4,East Lake
16,-6,25396,Kevin Na,69.875,281,-1.499,4,East Lake
18,35,28259,Sangmoon Bae,70.625,284,-1.499,4,East Lake
18,31,36689,Brooks Koepka,70.625,284,-1.499,4,East Lake
18,5,34431,Robert Streb,70.625,284,-1.499,4,East Lake
18,14,25632,Jimmy Walker,70.625,284,-1.499,4,East Lake
22,-3,34099,Harris English,70.875,285,-1.499,4,East Lake
22,31,12716,Charley Hoffman,70.875,285,-1.499,4,East Lake
22,44,27649,Brandt Snedeker,70.875,285,-1.499,4,East Lake
25,-22,25818,Scott Piercy,72.125,290,-1.499,4,East Lake
26,-7,24924,Bill Haas,72.875,293,-1.499,4,East Lake
27,1,34360,Patrick Reed,73.125,294,-1.499,4,East Lake
28,13,29478,Kevin Kisner,74.125,298,-1.499,4,East Lake
